-0.01180325,-0.002678238,0.175097787,0.053636272,0.033491086
0.340188951,0.044383505,0.14371669,-0.050548493,0.556033579
0.252860217,-0.035386837,0.336390176,0.040732647,0.36084691
0.109023414,0.008590612,0.428362584,0.440243634,0.136799259
0.19071689,0.061002992,-0.050402287,0.176249215,0.348005568
0.017011596,-0.023484365,-0.103763887,0.936565307,-0.202904107
0.02657457,0.558654951,0.098008888,0.356688618,0.277978663
-0.072511682,1.033643479,-0.080447215,-0.147259224,0.129322783
0.132095719,1.161436437,0.090064639,-0.066918987,-0.349917641
0.066893775,0.112444736,0.391065252,-0.041023036,0.149942091
-0.216382927,-0.032926349,-0.029873973,-0.26196121,1.092161084
-0.095096218,0.549001442,-0.477722561,0.218141835,0.058630501
0.098137488,-0.002675869,0.339253037,0.153485036,0.181340156
0.121324729,0.049580532,-0.505096617,-0.023490612,0.123707697
-0.167238317,0.306070446,-1.183084213,0.330644914,0.350352227
0.029288575,0.016840528,0.734358598,-0.0312803,0.207878372
-0.070556818,0.147131114,0.138845019,0.360499086,0.053057331
-0.004349661,0.011818981,0.350124404,0.057557273,0.094938073
-0.475255226,-0.157975308,-0.614300301,0.717523934,0.306426284
0.931590167,-0.04257148,-0.14643176,0.188564486,-0.081802102
1.169425181,0.087967178,-0.062764806,-0.139729359,0.173613624
1.207648724,0.178398431,0.108906204,-0.238591357,0.161614559
1.238468321,0.147764765,0.020311979,-0.172638984,0.126304101
0.257514761,0.10365715,0.21705605,0.52952317,-0.099107049
0.861888776,-0.287229428,0.028720909,0.402927767,-0.013181732
