0.085969138,-0.066754292,0.151285118,0.050593776,-0.027411226
0.590980606,0.098254413,0.238491434,0.038550828,0.383098457
0.523908843,-0.081638576,0.30485609,0.117051178,0.187082142
0.379522833,-0.005928839,0.444477875,0.388335577,-0.124670577
0.299575194,0.239201005,0.134142881,0.179004465,0.204299488
-0.054512116,0.355286637,0.09318014,0.754972075,-0.398503439
0.261875629,0.582474874,0.49842961,0.094468774,-0.047339175
0.060547975,0.803054804,0.380987285,-0.554329534,-0.087459893
0.178583258,0.754509262,0.2869667,-0.596352002,-0.560591335
0.311991537,-0.094162064,0.340617886,-0.054602901,0.009401268
0.16074569,0.114974107,0.451641572,-0.062955917,0.944857184
-0.21104236,0.762014763,0.007775258,-0.057775445,-0.039498317
0.325569623,-0.069995464,0.321304245,0.161491933,0.015543853
-0.073207159,0.334089383,-0.312249583,-0.019622004,0.196601671
-0.52663084,1.047959734,-0.374678918,0.171226838,0.373735616
0.447409882,-0.334756787,0.576461029,0.00286591,-6.98197E-05
0.057498662,0.185294659,0.300034501,0.238081001,-0.125973013
0.199337176,-0.131316645,0.301138736,0.057832534,-0.024091563
-0.59960936,0.502130573,0.022145364,0.66966856,0.23051571
0.780891271,0.189645948,-0.399287423,0.218460773,-0.123502614
1.132874425,0.199970498,-0.349532252,-0.057982202,0.105323852
1.250194699,0.142138127,-0.245204947,-0.176708607,0.06219443
1.224811425,0.18565369,-0.323584664,-0.112735708,0.041539796
0.350955629,0.173879259,0.210184425,0.39567069,-0.316323197
0.804851662,0.001213177,-0.260093553,0.507430268,-0.108173859
